constructor,What is a common use of constructors?,Looping over objects,Setting initial values for object attributes,Sorting objects,Filtering objects,Setting initial values for object attributes,,,,,,
constructor,What happens if you don’t define a constructor in Java?,A default constructor is provided,No constructor is created,The class cannot be instantiated,An error occurs,A default constructor is provided,,,,,,
concept,Question,Option One,Option Two,Option Three,Option Four,Correct Answer,,,,,,
structure,What is a structure in programming?,A loop construct,A user-defined data type combining different types,A function type,A class definition,A user-defined data type combining different types,,,,,,
structure,In which language are structures commonly used?,Python,JavaScript,C++,Java,C++,,,,,,
structure,What is a key feature of a structure in C++?,It can contain methods,It can only hold one data type,It groups variables of different types,It is immutable,It groups variables of different types,,,,,,
structure,What is a common use of structures?,Looping over data,Storing related data like a record,Sorting data,Handling exceptions,Storing related data like a record,,,,,,
structure,What is the difference between a structure and a class in C++?,Structures cannot have methods; classes can,Structures have public members by default; classes have private,Structures are immutable; classes are mutable,Structures are only for primitive types; classes are not,Structures have public members by default; classes have private,,,,,,
abstract base class,What is an abstract base class in programming?,A class that can be instantiated,A class that cannot be instantiated and defines methods to be implemented,A loop construct,A variable type,A class that cannot be instantiated and defines methods to be implemented,,,,,,
abstract base class,In which language are abstract base classes commonly used?,JavaScript,Python,C++,Java,Python,,,,,,
abstract base class,What module provides support for abstract base classes in Python?,collections,abc,math,os,abc,,,,,,
abstract base class,What is a common use of an abstract base class?,Looping over data,Enforcing a contract for subclasses,Sorting data,Handling exceptions,Enforcing a contract for subclasses,,,,,,
abstract base class,What decorator is often used to define an abstract method in Python?,@staticmethod,@abstractmethod,@classmethod,@property,@abstractmethod,,,,,,
serialization,What is serialization in programming?,Looping over data,Converting objects to a storable or transmittable format,Sorting data,Filtering data,Converting objects to a storable or transmittable format,,,,,,
serialization,In which language is serialization commonly used?,Python,C++,Java,All of the above,All of the above,,,,,,
serialization,What is a common format for serialization?,XML,Binary,JSON,All of the above,All of the above,,,,,,
serialization,What is the opposite process of serialization?,Deserialization,Sorting,Filtering,Looping,Deserialization,,,,,,
serialization,What is a benefit of serialization?,Increased complexity,Enabling data persistence and communication,More memory usage,Longer execution time,Enabling data persistence and communication,,,,,,
type hinting,What is type hinting in programming?,Defining loops,Annotating code with expected data types,Creating arrays,Handling exceptions,Annotating code with expected data types,,,,,,
type hinting,In which language is type hinting a feature?,Python,C++,JavaScript,Java,Python,,,,,,
type hinting,What module provides advanced type hinting support in Python?,math,typing,os,sys,typing,,,,,,
type hinting,What is a benefit of type hinting?,Reduced code readability,Improved code clarity and tool support,More memory usage,Longer execution time,Improved code clarity and tool support,,,,,,
type hinting,What is an example of a type hint in Python?,x: int = 5,x = 5,x.int = 5,x: loop = 5,x: int = 5,,,,,,
debouncing,What is debouncing in programming?,Looping over events,Delaying function execution to limit frequent calls,Sorting events,Filtering events,Delaying function execution to limit frequent calls,,,,,,
debouncing,In which language is debouncing commonly used?,Python,C++,JavaScript,Java,JavaScript,,,,,,
debouncing,What is a common use of debouncing?,Handling loops,Optimizing event handlers like scroll or resize,Sorting data,Handling exceptions,Optimizing event handlers like scroll or resize,,,,,,
debouncing,What does debouncing ensure in event-driven programming?,Immediate execution,Rate-limited execution,Loop execution,Array creation,Rate-limited execution,,,,,,
debouncing,What is a practical example of debouncing in JavaScript?,Looping over arrays,Delaying an API call on user typing,Sorting arrays,Filtering arrays,Delaying an API call on user typing,,,,,,
property decorator,What is a property decorator in Python?,A loop decorator,A decorator for defining getter/setter methods,A variable type,A class definition,A decorator for defining getter/setter methods,,,,,,
property decorator,What does the @property decorator do in Python?,Defines a loop,Allows a method to be accessed like an attribute,Sorts data,Filters data,Allows a method to be accessed like an attribute,,,,,,
property decorator,What is a common use of property decorators?,Looping over data,Encapsulating attribute access,Sorting data,Handling exceptions,Encapsulating attribute access,,,,,,
property decorator,What decorator is used with @property to define a setter in Python?,@setter,@property.setter,@method.setter,@attribute.setter,@property.setter,,,,,,
property decorator,What is a benefit of using property decorators?,Increased complexity,Improved encapsulation and readability,More memory usage,Longer execution time,Improved encapsulation and readability,,,,,,
abstract factory pattern,What is the abstract factory pattern?,A loop pattern,A creational pattern for creating families of objects,A variable pattern,A class pattern,A creational pattern for creating families of objects,,,,,,
